"Short Key",Nombre,MAC,IP,Estado,Plaza,Grupo,Agent,PVSI,"PVSI Fecha","PVSI Hora",AgentResurtido,"Resurtido Fecha",Windows,Arquitectura,"RAM (GB)","Disco (GB)",BitLocker,"Download Path","Última Actividad"
CBUGA,VENTAS,AUTO-REC-148,187.150.107.133,online,CHETU,CHETUMAL,3.67,"26.0.2_06.21 DBXW",26-06-2026,17:01:08,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,474,,"D:\PVSI","2026-06-26 07:39:08"
AUFJF,VENTAS-AUX02,AUTO-REC-12722,187.199.195.210,online,BAJAC,"BAJA CALIFORNIA",3.67,,,,,,"Microsoft Windows 11 Pro",x64,8,1365,,"D:\PVSI","2026-06-26 07:39:18"
,VENTAS22,AUTO-REC-73,200.68.156.13,offline,,,3.67,,,,,,"Microsoft Windows 11 Home Single Language",x64,8,475,,"C:\ProgramData\DistributionAgent\files","2026-06-25 18:14:19"
HCORP,VENTASCORP,AUTO-REC-115,189.173.198.6,online,HERMO,HERMOSILLO,3.67,"26.0.2_06.21 DBXW",25-06-2026,12:23:02,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,476,,"D:\PVSI","2026-06-26 07:39:10"
SUR13,VERACRUZ,AUTO-REC-11745,189.150.153.31,online,TAPAC,TAPACHULA,3.67,"26.0.2_06.18 DBXW",26-06-2026,19:03:32,,,"Microsoft Windows 10 Home Single Language",x64,4,953,,"D:\PVSI","2026-06-26 07:38:56"
00102,VEREDAS-PRINCIP,E4:54:E8:D0:E0:87,187.199.150.182,online,BAJAC,,3.67,"26.0.2_06.21 DBXW",25-06-2026,08:54:45,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Home Single Language",x64,8,919,,"D:\PVSI","2026-06-26 07:38:59"
HVERS,VERSALLES-PC,AUTO-REC-116,187.158.109.48,online,HERMO,HERMOSILLO,3.67,"26.0.2_06.21 DBXW",26-06-2026,18:49:32,,,"Microsoft Windows 7 Professional",x86,3,453,,"D:\PVSI","2026-06-26 07:38:55"
00114,VICARIO-CENTRO,AUTO-REC-12721,187.199.129.63,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.21 DBXW",26-06-2026,19:28:20,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,474,,"D:\PVSI","2026-06-26 07:39:13"
VILLA,VILLA,AUTO-REC-20992,189.148.52.116,offline,TAPAC,TAPACHULA,3.67,"26.0.2_06.18 DBXW",26-06-2026,18:38:18,,,"Microsoft Windows 10 Pro",x86,3,931,,"D:\PVSI","2026-06-25 19:05:36"
HSERI,VILLADESERIS,AUTO-REC-10391,187.158.109.47,online,HERMO,HERMOSILLO,3.67,"26.0.2_06.21 DBXW",26-06-2026,19:13:31,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,474,,"D:\PVSI","2026-06-26 07:39:11"
HREAL,VILLASDELREAL,94:DE:80:82:C4:B9,189.173.132.251,online,HERMO,HERMOSILLO,3.67,"26.0.2_06.21 DBXW",26-06-2026,19:02:10,,,"Microsoft Windows 7 Professional",x86,3,466,,"D:\PVSI","2026-06-26 07:39:15"
PRCEN,VILLITA,AUTO-REC-21014,189.148.7.119,offline,TAPAC,TAPACHULA,3.67,"26.0.2_06.18 DBXW",24-06-2026,09:06:05,,,"Microsoft Windows 7 Professional",x86,3,466,,"D:\PVSI","2026-06-24 15:14:16"
,VILLITA,18:D6:C7:00:D8:05,189.148.17.245,online,TAPAC,TAPACHULA,3.67,"26.0.2_06.18 DBXW",26-06-2026,19:28:49,,,"Microsoft Windows 7 Professional",x86,3,466,,"D:\PVSI","2026-06-26 07:39:11"
00045,VIZCAINO-PVSI,AUTO-REC-165,187.194.29.121,online,BAJAC,"BAJA CALIFORNIA",3.67,"26.0.2_06.21 DBXW",26-06-2026,17:58:49,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,455,,"D:\PVSI","2026-06-26 07:39:08"
XALAP,XALAP1,AUTO-REC-67,187.192.126.23,online,XALAP,"XALAPA TIENDAS",3.67,"26.0.2_06.21 DBXW",26-06-2026,20:12:23,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Enterprise LTSC",x64,8,931,,"D:\PVSI","2026-06-26 07:39:19"
XALA2,XALAPA2,AUTO-REC-65,189.138.211.104,online,XALAP,"XALAPA TIENDAS",3.67,"26.0.2_06.18 DBXW",26-06-2026,20:04:45,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Enterprise LTSC",x64,8,931,,"D:\PVSI","2026-06-26 07:38:49"
XXANA,XANAT,18:C0:4D:BC:42:6F,201.105.105.113,online,XALAP,,3.67,"26.0.2_06.21 DBXW",26-06-2026,18:56:33,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 10 Enterprise LTSC",x64,8,931,,"D:\PVSI","2026-06-26 07:39:06"
00066,ZACATAL-PRINCIP,AUTO-REC-40744,187.199.155.212,online,BAJAC,,3.67,"26.0.2_06.21 DBXW",26-06-2026,18:15:04,"26.7 R03.12.28",03-06-2026,"Microsoft Windows 11 Pro",x64,8,455,,"D:\PVSI","2026-06-26 07:38:56"
ZARAG,ZARAGOZA,AUTO-REC-21059,189.148.24.68,offline,TAPAC,TAPACHULA,3.67,"26.0.2_06.18 DBXW",26-06-2026,18:49:23,,,"Microsoft Windows 10 Home",x64,3,893,,"D:\PVSI","2026-06-25 18:53:43"
